meter_id,timestamp,location_city,location_district,location_gps,measurements_voltage_v,measurements_current_a,measurements_active_power_kw,measurements_power_factor,measurements_frequency_hz,measurements_total_energy_kwh,status_code,status_message,status_battery_level
LCL-001,2012-01-01 20:00:00,London,Camden,"51.536,-0.142",230.0,3.404,0.7576,0.95,50.0,3770.711,0,OK,100
LCL-002,2012-01-01 20:00:00,London,Westminster,"51.497,-0.135",230.0,3.734,0.8145,0.95,50.02,4109.624,0,OK,100
LCL-003,2012-01-01 20:00:00,London,Greenwich,"51.482,0.007",230.0,6.874,1.5479,0.95,49.98,1157.416,0,OK,100
LCL-004,2012-01-01 20:00:00,London,Hackney,"51.545,-0.055",230.0,4.869,1.0519,0.95,50.01,2466.985,0,OK,100
LCL-005,2012-01-01 20:00:00,London,Islington,"51.538,-0.103",230.0,6.239,1.4275,0.95,50.01,1501.671,0,OK,100
LCL-006,2012-01-01 20:00:00,London,Chelsea,"51.487,-0.168",230.0,6.988,1.4529,0.95,50.01,2661.026,0,OK,100
LCL-007,2012-01-01 20:00:00,London,Kensington,"51.501,-0.193",230.0,7.187,1.5296,0.95,49.99,1872.711,0,OK,100
LCL-008,2012-01-01 20:00:00,London,Hammersmith,"51.492,-0.223",230.0,6.745,1.533,0.95,50.01,3264.929,0,OK,100
LCL-009,2012-01-01 20:00:00,London,Fulham,"51.478,-0.196",230.0,4.856,1.0883,0.95,50.01,2326.675,0,OK,100
LCL-010,2012-01-01 20:00:00,London,Brixton,"51.462,-0.116",230.0,6.655,1.5014,0.95,49.99,1788.651,0,OK,100
LCL-001,2012-01-01 20:30:00,London,Camden,"51.536,-0.142",230.0,2.823,0.5951,0.95,50.02,3771.008,0,OK,100
LCL-002,2012-01-01 20:30:00,London,Westminster,"51.497,-0.135",230.0,5.28,1.1899,0.95,50.0,4110.219,0,OK,100
LCL-003,2012-01-01 20:30:00,London,Greenwich,"51.482,0.007",230.0,4.879,1.0638,0.95,50.0,1157.948,0,OK,100
LCL-004,2012-01-01 20:30:00,London,Hackney,"51.545,-0.055",230.0,6.14,1.3337,0.95,50.02,2467.651,0,OK,100
LCL-005,2012-01-01 20:30:00,London,Islington,"51.538,-0.103",230.0,5.956,1.2704,0.95,50.02,1502.307,0,OK,100
LCL-006,2012-01-01 20:30:00,London,Chelsea,"51.487,-0.168",230.0,5.728,1.2465,0.95,50.0,2661.65,0,OK,100
LCL-007,2012-01-01 20:30:00,London,Kensington,"51.501,-0.193",230.0,6.474,1.4681,0.95,50.02,1873.445,0,OK,100
LCL-008,2012-01-01 20:30:00,London,Hammersmith,"51.492,-0.223",230.0,5.301,1.1087,0.95,49.99,3265.483,0,OK,100
LCL-009,2012-01-01 20:30:00,London,Fulham,"51.478,-0.196",230.0,5.667,1.2359,0.95,49.98,2327.293,0,OK,100
LCL-010,2012-01-01 20:30:00,London,Brixton,"51.462,-0.116",230.0,7.475,1.5631,0.95,49.99,1789.432,0,OK,100
LCL-001,2012-01-01 21:00:00,London,Camden,"51.536,-0.142",230.0,5.868,1.2783,0.95,49.98,3771.648,0,OK,100
LCL-002,2012-01-01 21:00:00,London,Westminster,"51.497,-0.135",230.0,7.467,1.614,0.95,50.0,4111.026,0,OK,100
LCL-003,2012-01-01 21:00:00,London,Greenwich,"51.482,0.007",230.0,5.26,1.1481,0.95,49.99,1158.522,0,OK,100
LCL-004,2012-01-01 21:00:00,London,Hackney,"51.545,-0.055",230.0,4.331,0.9438,0.95,50.02,2468.123,0,OK,100
LCL-005,2012-01-01 21:00:00,London,Islington,"51.538,-0.103",230.0,3.869,0.8695,0.95,49.99,1502.741,0,OK,100
LCL-006,2012-01-01 21:00:00,London,Chelsea,"51.487,-0.168",230.0,6.927,1.4838,0.95,50.0,2662.391,0,OK,100
LCL-007,2012-01-01 21:00:00,London,Kensington,"51.501,-0.193",230.0,4.07,0.9115,0.95,49.99,1873.9,0,OK,100
LCL-008,2012-01-01 21:00:00,London,Hammersmith,"51.492,-0.223",230.0,4.677,0.9806,0.95,49.99,3265.974,0,OK,100
LCL-009,2012-01-01 21:00:00,London,Fulham,"51.478,-0.196",230.0,2.607,0.5626,0.95,50.0,2327.575,0,OK,100
LCL-010,2012-01-01 21:00:00,London,Brixton,"51.462,-0.116",230.0,6.989,1.4565,0.95,50.0,1790.16,0,OK,100
LCL-001,2012-01-01 21:30:00,London,Camden,"51.536,-0.142",230.0,4.865,1.0134,0.95,49.99,3772.154,0,OK,100
LCL-002,2012-01-01 21:30:00,London,Westminster,"51.497,-0.135",230.0,6.037,1.3378,0.95,50.02,4111.695,0,OK,100
LCL-003,2012-01-01 21:30:00,London,Greenwich,"51.482,0.007",230.0,3.698,0.7841,0.95,50.02,1158.914,0,OK,100
LCL-004,2012-01-01 21:30:00,London,Hackney,"51.545,-0.055",230.0,5.84,1.2413,0.95,49.99,2468.744,0,OK,100
LCL-005,2012-01-01 21:30:00,London,Islington,"51.538,-0.103",230.0,3.704,0.7886,0.95,50.02,1503.136,0,OK,100
LCL-006,2012-01-01 21:30:00,London,Chelsea,"51.487,-0.168",230.0,3.621,0.8266,0.95,49.98,2662.805,0,OK,100
LCL-007,2012-01-01 21:30:00,London,Kensington,"51.501,-0.193",230.0,3.752,0.7962,0.95,49.98,1874.298,0,OK,100
LCL-008,2012-01-01 21:30:00,London,Hammersmith,"51.492,-0.223",230.0,5.2,1.1727,0.95,50.0,3266.56,0,OK,100
LCL-009,2012-01-01 21:30:00,London,Fulham,"51.478,-0.196",230.0,7.253,1.6391,0.95,50.01,2328.394,0,OK,100
LCL-010,2012-01-01 21:30:00,London,Brixton,"51.462,-0.116",230.0,6.286,1.4384,0.95,50.01,1790.88,0,OK,100
LCL-001,2012-01-01 22:00:00,London,Camden,"51.536,-0.142",230.0,3.273,0.6884,0.95,49.99,3772.498,0,OK,100
LCL-002,2012-01-01 22:00:00,London,Westminster,"51.497,-0.135",230.0,5.15,1.0965,0.95,50.02,4112.243,0,OK,100
LCL-003,2012-01-01 22:00:00,London,Greenwich,"51.482,0.007",230.0,7.772,1.6928,0.95,50.02,1159.761,0,OK,100
LCL-004,2012-01-01 22:00:00,London,Hackney,"51.545,-0.055",230.0,3.099,0.6714,0.95,49.98,2469.08,0,OK,100
LCL-005,2012-01-01 22:00:00,London,Islington,"51.538,-0.103",230.0,5.888,1.2632,0.95,50.02,1503.767,0,OK,100
LCL-006,2012-01-01 22:00:00,London,Chelsea,"51.487,-0.168",230.0,7.99,1.7712,0.95,49.99,2663.69,0,OK,100
LCL-007,2012-01-01 22:00:00,London,Kensington,"51.501,-0.193",230.0,3.163,0.689,0.95,49.99,1874.643,0,OK,100
LCL-008,2012-01-01 22:00:00,London,Hammersmith,"51.492,-0.223",230.0,3.656,0.8284,0.95,49.98,3266.974,0,OK,100
LCL-009,2012-01-01 22:00:00,London,Fulham,"51.478,-0.196",230.0,3.316,0.7568,0.95,50.01,2328.773,0,OK,100
LCL-010,2012-01-01 22:00:00,London,Brixton,"51.462,-0.116",230.0,3.313,0.7182,0.95,50.0,1791.239,0,OK,100
LCL-001,2012-01-01 22:30:00,London,Camden,"51.536,-0.142",230.0,5.386,1.1846,0.95,49.99,3773.091,0,OK,100
LCL-002,2012-01-01 22:30:00,London,Westminster,"51.497,-0.135",230.0,6.776,1.5406,0.95,50.01,4113.014,0,OK,100
LCL-003,2012-01-01 22:30:00,London,Greenwich,"51.482,0.007",230.0,7.082,1.5129,0.95,49.99,1160.517,0,OK,100
LCL-004,2012-01-01 22:30:00,London,Hackney,"51.545,-0.055",230.0,5.616,1.2644,0.95,50.0,2469.712,0,OK,100
LCL-005,2012-01-01 22:30:00,London,Islington,"51.538,-0.103",230.0,6.665,1.4126,0.95,50.0,1504.474,0,OK,100
LCL-006,2012-01-01 22:30:00,London,Chelsea,"51.487,-0.168",230.0,7.439,1.5972,0.95,50.0,2664.489,0,OK,100
LCL-007,2012-01-01 22:30:00,London,Kensington,"51.501,-0.193",230.0,6.593,1.5028,0.95,50.01,1875.394,0,OK,100
LCL-008,2012-01-01 22:30:00,London,Hammersmith,"51.492,-0.223",230.0,6.043,1.282,0.95,49.99,3267.615,0,OK,100
LCL-009,2012-01-01 22:30:00,London,Fulham,"51.478,-0.196",230.0,6.482,1.4834,0.95,49.99,2329.514,0,OK,100
LCL-010,2012-01-01 22:30:00,London,Brixton,"51.462,-0.116",230.0,3.442,0.7348,0.95,50.01,1791.606,0,OK,100
LCL-001,2012-01-01 23:00:00,London,Camden,"51.536,-0.142",230.0,2.136,0.4514,0.95,50.0,3773.316,0,OK,100
LCL-002,2012-01-01 23:00:00,London,Westminster,"51.497,-0.135",230.0,2.029,0.4227,0.95,50.01,4113.225,0,OK,100
LCL-003,2012-01-01 23:00:00,London,Greenwich,"51.482,0.007",230.0,2.288,0.5057,0.95,50.01,1160.77,0,OK,100
LCL-004,2012-01-01 23:00:00,London,Hackney,"51.545,-0.055",230.0,2.608,0.5892,0.95,50.01,2470.006,0,OK,100
LCL-005,2012-01-01 23:00:00,London,Islington,"51.538,-0.103",230.0,1.665,0.3522,0.95,49.98,1504.65,0,OK,100
LCL-006,2012-01-01 23:00:00,London,Chelsea,"51.487,-0.168",230.0,2.908,0.658,0.95,50.0,2664.818,0,OK,100
LCL-007,2012-01-01 23:00:00,London,Kensington,"51.501,-0.193",230.0,2.65,0.5823,0.95,49.98,1875.686,0,OK,100
LCL-008,2012-01-01 23:00:00,London,Hammersmith,"51.492,-0.223",230.0,1.028,0.2174,0.95,49.99,3267.724,0,OK,100
LCL-009,2012-01-01 23:00:00,London,Fulham,"51.478,-0.196",230.0,1.382,0.2926,0.95,50.01,2329.661,0,OK,100
LCL-010,2012-01-01 23:00:00,London,Brixton,"51.462,-0.116",230.0,0.917,0.2004,0.95,50.02,1791.706,0,OK,100
LCL-001,2012-01-01 23:30:00,London,Camden,"51.536,-0.142",230.0,1.148,0.2529,0.95,50.0,3773.443,0,OK,100
LCL-002,2012-01-01 23:30:00,London,Westminster,"51.497,-0.135",230.0,3.285,0.6863,0.95,50.02,4113.568,0,OK,100
LCL-003,2012-01-01 23:30:00,London,Greenwich,"51.482,0.007",230.0,1.83,0.4121,0.95,50.0,1160.976,0,OK,100
LCL-004,2012-01-01 23:30:00,London,Hackney,"51.545,-0.055",230.0,2.837,0.6195,0.95,50.0,2470.316,0,OK,100
LCL-005,2012-01-01 23:30:00,London,Islington,"51.538,-0.103",230.0,1.538,0.3248,0.95,50.01,1504.812,0,OK,100
LCL-006,2012-01-01 23:30:00,London,Chelsea,"51.487,-0.168",230.0,1.506,0.345,0.95,49.99,2664.99,0,OK,100
LCL-007,2012-01-01 23:30:00,London,Kensington,"51.501,-0.193",230.0,1.145,0.2431,0.95,50.0,1875.807,0,OK,100
LCL-008,2012-01-01 23:30:00,London,Hammersmith,"51.492,-0.223",230.0,2.154,0.4589,0.95,50.01,3267.953,0,OK,100
LCL-009,2012-01-01 23:30:00,London,Fulham,"51.478,-0.196",230.0,1.004,0.218,0.95,50.01,2329.77,0,OK,100
LCL-010,2012-01-01 23:30:00,London,Brixton,"51.462,-0.116",230.0,2.988,0.6825,0.95,49.98,1792.048,0,OK,100
LCL-001,2012-01-02 00:00:00,London,Camden,"51.536,-0.142",230.0,0.1,0.0226,0.95,49.98,3773.454,0,OK,100
LCL-002,2012-01-02 00:00:00,London,Westminster,"51.497,-0.135",230.0,0.1,0.0227,0.95,50.0,4113.579,0,OK,100
LCL-003,2012-01-02 00:00:00,London,Greenwich,"51.482,0.007",230.0,1.058,0.2204,0.95,50.0,1161.086,0,OK,100
LCL-004,2012-01-02 00:00:00,London,Hackney,"51.545,-0.055",230.0,0.461,0.1044,0.95,50.0,2470.368,0,OK,100
LCL-005,2012-01-02 00:00:00,London,Islington,"51.538,-0.103",230.0,0.625,0.1392,0.95,49.98,1504.882,0,OK,100
LCL-006,2012-01-02 00:00:00,London,Chelsea,"51.487,-0.168",230.0,0.306,0.0645,0.95,50.01,2665.023,0,OK,100
LCL-007,2012-01-02 00:00:00,London,Kensington,"51.501,-0.193",230.0,0.518,0.114,0.95,50.0,1875.864,0,OK,100
LCL-008,2012-01-02 00:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.927,0.2109,0.95,50.01,3268.059,0,OK,100
LCL-009,2012-01-02 00:00:00,London,Fulham,"51.478,-0.196",230.0,0.53,0.1124,0.95,50.0,2329.826,0,OK,100
LCL-010,2012-01-02 00:00:00,London,Brixton,"51.462,-0.116",230.0,0.849,0.1763,0.95,49.99,1792.136,0,OK,100
LCL-001,2012-01-02 00:30:00,London,Camden,"51.536,-0.142",230.0,0.184,0.0401,0.95,50.02,3773.474,0,OK,100
LCL-002,2012-01-02 00:30:00,London,Westminster,"51.497,-0.135",230.0,0.1,0.0227,0.95,50.02,4113.591,0,OK,100
LCL-003,2012-01-02 00:30:00,London,Greenwich,"51.482,0.007",230.0,0.882,0.1979,0.95,49.98,1161.185,0,OK,100
LCL-004,2012-01-02 00:30:00,London,Hackney,"51.545,-0.055",230.0,0.697,0.1517,0.95,50.02,2470.444,0,OK,100
LCL-005,2012-01-02 00:30:00,London,Islington,"51.538,-0.103",230.0,0.849,0.1904,0.95,49.98,1504.977,0,OK,100
LCL-006,2012-01-02 00:30:00,London,Chelsea,"51.487,-0.168",230.0,0.556,0.1165,0.95,50.01,2665.081,0,OK,100
LCL-007,2012-01-02 00:30:00,London,Kensington,"51.501,-0.193",230.0,0.367,0.0841,0.95,50.01,1875.906,0,OK,100
LCL-008,2012-01-02 00:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.677,0.1427,0.95,50.01,3268.13,0,OK,100
LCL-009,2012-01-02 00:30:00,London,Fulham,"51.478,-0.196",230.0,0.1,0.0209,0.95,50.0,2329.836,0,OK,100
LCL-010,2012-01-02 00:30:00,London,Brixton,"51.462,-0.116",230.0,0.255,0.0546,0.95,49.99,1792.163,0,OK,100
LCL-001,2012-01-02 01:00:00,London,Camden,"51.536,-0.142",230.0,0.287,0.0642,0.95,50.01,3773.506,0,OK,100
LCL-002,2012-01-02 01:00:00,London,Westminster,"51.497,-0.135",230.0,0.598,0.127,0.95,50.02,4113.654,0,OK,100
LCL-003,2012-01-02 01:00:00,London,Greenwich,"51.482,0.007",230.0,0.584,0.1293,0.95,50.0,1161.25,0,OK,100
LCL-004,2012-01-02 01:00:00,London,Hackney,"51.545,-0.055",230.0,0.828,0.1854,0.95,49.99,2470.537,0,OK,100
LCL-005,2012-01-02 01:00:00,London,Islington,"51.538,-0.103",230.0,0.208,0.0435,0.95,50.01,1504.999,0,OK,100
LCL-006,2012-01-02 01:00:00,London,Chelsea,"51.487,-0.168",230.0,0.282,0.0631,0.95,49.98,2665.113,0,OK,100
LCL-007,2012-01-02 01:00:00,London,Kensington,"51.501,-0.193",230.0,0.1,0.0217,0.95,50.01,1875.917,0,OK,100
LCL-008,2012-01-02 01:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.1,0.0211,0.95,50.02,3268.141,0,OK,100
LCL-009,2012-01-02 01:00:00,London,Fulham,"51.478,-0.196",230.0,0.592,0.1294,0.95,49.99,2329.901,0,OK,100
LCL-010,2012-01-02 01:00:00,London,Brixton,"51.462,-0.116",230.0,0.302,0.0667,0.95,50.0,1792.196,0,OK,100
LCL-001,2012-01-02 01:30:00,London,Camden,"51.536,-0.142",230.0,0.1,0.0228,0.95,50.0,3773.518,0,OK,100
LCL-002,2012-01-02 01:30:00,London,Westminster,"51.497,-0.135",230.0,0.294,0.0654,0.95,50.0,4113.687,0,OK,100
LCL-003,2012-01-02 01:30:00,London,Greenwich,"51.482,0.007",230.0,0.772,0.1766,0.95,49.99,1161.338,0,OK,100
LCL-004,2012-01-02 01:30:00,London,Hackney,"51.545,-0.055",230.0,0.413,0.0858,0.95,50.0,2470.58,0,OK,100
LCL-005,2012-01-02 01:30:00,London,Islington,"51.538,-0.103",230.0,0.1,0.0218,0.95,49.99,1505.01,0,OK,100
LCL-006,2012-01-02 01:30:00,London,Chelsea,"51.487,-0.168",230.0,0.627,0.1427,0.95,50.0,2665.184,0,OK,100
LCL-007,2012-01-02 01:30:00,London,Kensington,"51.501,-0.193",230.0,0.934,0.2029,0.95,49.99,1876.018,0,OK,100
LCL-008,2012-01-02 01:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.709,0.1616,0.95,50.01,3268.221,0,OK,100
LCL-009,2012-01-02 01:30:00,London,Fulham,"51.478,-0.196",230.0,0.472,0.0999,0.95,50.0,2329.951,0,OK,100
LCL-010,2012-01-02 01:30:00,London,Brixton,"51.462,-0.116",230.0,0.58,0.1319,0.95,49.99,1792.262,0,OK,100
LCL-001,2012-01-02 02:00:00,London,Camden,"51.536,-0.142",230.0,0.439,0.0951,0.95,49.99,3773.565,0,OK,100
LCL-002,2012-01-02 02:00:00,London,Westminster,"51.497,-0.135",230.0,0.631,0.1349,0.95,50.01,4113.754,0,OK,100
LCL-003,2012-01-02 02:00:00,London,Greenwich,"51.482,0.007",230.0,0.505,0.1084,0.95,50.02,1161.392,0,OK,100
LCL-004,2012-01-02 02:00:00,London,Hackney,"51.545,-0.055",230.0,0.1,0.0222,0.95,50.01,2470.591,0,OK,100
LCL-005,2012-01-02 02:00:00,London,Islington,"51.538,-0.103",230.0,0.625,0.1357,0.95,49.99,1505.077,0,OK,100
LCL-006,2012-01-02 02:00:00,London,Chelsea,"51.487,-0.168",230.0,1.084,0.2355,0.95,50.0,2665.302,0,OK,100
LCL-007,2012-01-02 02:00:00,London,Kensington,"51.501,-0.193",230.0,0.1,0.0218,0.95,50.0,1876.029,0,OK,100
LCL-008,2012-01-02 02:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.575,0.1294,0.95,50.01,3268.286,0,OK,100
LCL-009,2012-01-02 02:00:00,London,Fulham,"51.478,-0.196",230.0,0.436,0.0945,0.95,49.98,2329.998,0,OK,100
LCL-010,2012-01-02 02:00:00,London,Brixton,"51.462,-0.116",230.0,1.132,0.244,0.95,50.0,1792.384,0,OK,100
LCL-001,2012-01-02 02:30:00,London,Camden,"51.536,-0.142",230.0,0.486,0.1017,0.95,50.01,3773.616,0,OK,100
LCL-002,2012-01-02 02:30:00,London,Westminster,"51.497,-0.135",230.0,0.1,0.0223,0.95,50.02,4113.766,0,OK,100
LCL-003,2012-01-02 02:30:00,London,Greenwich,"51.482,0.007",230.0,0.992,0.2089,0.95,50.02,1161.497,0,OK,100
LCL-004,2012-01-02 02:30:00,London,Hackney,"51.545,-0.055",230.0,0.793,0.1669,0.95,50.02,2470.674,0,OK,100
LCL-005,2012-01-02 02:30:00,London,Islington,"51.538,-0.103",230.0,1.049,0.2218,0.95,50.01,1505.188,0,OK,100
LCL-006,2012-01-02 02:30:00,London,Chelsea,"51.487,-0.168",230.0,0.44,0.0958,0.95,50.0,2665.35,0,OK,100
LCL-007,2012-01-02 02:30:00,London,Kensington,"51.501,-0.193",230.0,0.644,0.1349,0.95,50.02,1876.097,0,OK,100
LCL-008,2012-01-02 02:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.668,0.1466,0.95,50.0,3268.359,0,OK,100
LCL-009,2012-01-02 02:30:00,London,Fulham,"51.478,-0.196",230.0,0.619,0.1358,0.95,49.98,2330.066,0,OK,100
LCL-010,2012-01-02 02:30:00,London,Brixton,"51.462,-0.116",230.0,0.666,0.1488,0.95,50.01,1792.459,0,OK,100
LCL-001,2012-01-02 03:00:00,London,Camden,"51.536,-0.142",230.0,0.648,0.1426,0.95,49.99,3773.687,0,OK,100
LCL-002,2012-01-02 03:00:00,London,Westminster,"51.497,-0.135",230.0,0.205,0.0435,0.95,49.99,4113.787,0,OK,100
LCL-003,2012-01-02 03:00:00,London,Greenwich,"51.482,0.007",230.0,0.726,0.155,0.95,49.99,1161.574,0,OK,100
LCL-004,2012-01-02 03:00:00,London,Hackney,"51.545,-0.055",230.0,0.513,0.1132,0.95,49.99,2470.731,0,OK,100
LCL-005,2012-01-02 03:00:00,London,Islington,"51.538,-0.103",230.0,0.333,0.0725,0.95,49.98,1505.225,0,OK,100
LCL-006,2012-01-02 03:00:00,London,Chelsea,"51.487,-0.168",230.0,1.038,0.2271,0.95,50.01,2665.463,0,OK,100
LCL-007,2012-01-02 03:00:00,London,Kensington,"51.501,-0.193",230.0,0.158,0.0349,0.95,49.99,1876.114,0,OK,100
LCL-008,2012-01-02 03:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.393,0.089,0.95,49.99,3268.404,0,OK,100
LCL-009,2012-01-02 03:00:00,London,Fulham,"51.478,-0.196",230.0,0.347,0.0732,0.95,50.02,2330.103,0,OK,100
LCL-010,2012-01-02 03:00:00,London,Brixton,"51.462,-0.116",230.0,0.137,0.0297,0.95,50.01,1792.474,0,OK,100
LCL-001,2012-01-02 03:30:00,London,Camden,"51.536,-0.142",230.0,0.519,0.1151,0.95,50.01,3773.745,0,OK,100
LCL-002,2012-01-02 03:30:00,London,Westminster,"51.497,-0.135",230.0,0.266,0.0607,0.95,50.0,4113.818,0,OK,100
LCL-003,2012-01-02 03:30:00,London,Greenwich,"51.482,0.007",230.0,0.914,0.1918,0.95,49.99,1161.67,0,OK,100
LCL-004,2012-01-02 03:30:00,London,Hackney,"51.545,-0.055",230.0,0.346,0.0758,0.95,49.98,2470.769,0,OK,100
LCL-005,2012-01-02 03:30:00,London,Islington,"51.538,-0.103",230.0,0.538,0.12,0.95,49.99,1505.285,0,OK,100
LCL-006,2012-01-02 03:30:00,London,Chelsea,"51.487,-0.168",230.0,0.254,0.0563,0.95,49.99,2665.491,0,OK,100
LCL-007,2012-01-02 03:30:00,London,Kensington,"51.501,-0.193",230.0,0.651,0.1391,0.95,49.99,1876.184,0,OK,100
LCL-008,2012-01-02 03:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.1,0.021,0.95,50.0,3268.414,0,OK,100
LCL-009,2012-01-02 03:30:00,London,Fulham,"51.478,-0.196",230.0,0.343,0.0767,0.95,49.99,2330.141,0,OK,100
LCL-010,2012-01-02 03:30:00,London,Brixton,"51.462,-0.116",230.0,0.1,0.0211,0.95,49.98,1792.484,0,OK,100
LCL-001,2012-01-02 04:00:00,London,Camden,"51.536,-0.142",230.0,0.389,0.084,0.95,50.0,3773.787,0,OK,100
LCL-002,2012-01-02 04:00:00,London,Westminster,"51.497,-0.135",230.0,1.159,0.2577,0.95,50.0,4113.947,0,OK,100
LCL-003,2012-01-02 04:00:00,London,Greenwich,"51.482,0.007",230.0,0.736,0.16,0.95,50.01,1161.75,0,OK,100
LCL-004,2012-01-02 04:00:00,London,Hackney,"51.545,-0.055",230.0,0.1,0.0229,0.95,49.99,2470.78,0,OK,100
LCL-005,2012-01-02 04:00:00,London,Islington,"51.538,-0.103",230.0,0.151,0.0324,0.95,50.02,1505.301,0,OK,100
LCL-006,2012-01-02 04:00:00,London,Chelsea,"51.487,-0.168",230.0,0.398,0.0897,0.95,49.98,2665.536,0,OK,100
LCL-007,2012-01-02 04:00:00,London,Kensington,"51.501,-0.193",230.0,0.463,0.1018,0.95,49.99,1876.235,0,OK,100
LCL-008,2012-01-02 04:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.874,0.1906,0.95,50.02,3268.51,0,OK,100
LCL-009,2012-01-02 04:00:00,London,Fulham,"51.478,-0.196",230.0,0.767,0.1701,0.95,50.0,2330.226,0,OK,100
LCL-010,2012-01-02 04:00:00,London,Brixton,"51.462,-0.116",230.0,0.756,0.168,0.95,50.0,1792.568,0,OK,100
LCL-001,2012-01-02 04:30:00,London,Camden,"51.536,-0.142",230.0,0.723,0.1546,0.95,50.01,3773.864,0,OK,100
LCL-002,2012-01-02 04:30:00,London,Westminster,"51.497,-0.135",230.0,1.013,0.2197,0.95,49.98,4114.056,0,OK,100
LCL-003,2012-01-02 04:30:00,London,Greenwich,"51.482,0.007",230.0,0.261,0.0582,0.95,50.01,1161.779,0,OK,100
LCL-004,2012-01-02 04:30:00,London,Hackney,"51.545,-0.055",230.0,0.342,0.0754,0.95,50.02,2470.818,0,OK,100
LCL-005,2012-01-02 04:30:00,London,Islington,"51.538,-0.103",230.0,0.1,0.0216,0.95,50.02,1505.312,0,OK,100
LCL-006,2012-01-02 04:30:00,London,Chelsea,"51.487,-0.168",230.0,1.062,0.2356,0.95,50.01,2665.654,0,OK,100
LCL-007,2012-01-02 04:30:00,London,Kensington,"51.501,-0.193",230.0,0.178,0.0407,0.95,49.98,1876.255,0,OK,100
LCL-008,2012-01-02 04:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.128,0.0281,0.95,50.01,3268.524,0,OK,100
LCL-009,2012-01-02 04:30:00,London,Fulham,"51.478,-0.196",230.0,0.539,0.1187,0.95,49.98,2330.285,0,OK,100
LCL-010,2012-01-02 04:30:00,London,Brixton,"51.462,-0.116",230.0,0.1,0.0213,0.95,50.02,1792.579,0,OK,100
LCL-001,2012-01-02 05:00:00,London,Camden,"51.536,-0.142",230.0,0.566,0.121,0.95,49.99,3773.925,0,OK,100
LCL-002,2012-01-02 05:00:00,London,Westminster,"51.497,-0.135",230.0,0.801,0.1742,0.95,49.99,4114.144,0,OK,100
LCL-003,2012-01-02 05:00:00,London,Greenwich,"51.482,0.007",230.0,0.675,0.1415,0.95,50.01,1161.85,0,OK,100
LCL-004,2012-01-02 05:00:00,London,Hackney,"51.545,-0.055",230.0,0.121,0.0253,0.95,49.99,2470.831,0,OK,100
LCL-005,2012-01-02 05:00:00,London,Islington,"51.538,-0.103",230.0,0.1,0.0215,0.95,50.0,1505.322,0,OK,100
LCL-006,2012-01-02 05:00:00,London,Chelsea,"51.487,-0.168",230.0,0.566,0.1261,0.95,49.99,2665.717,0,OK,100
LCL-007,2012-01-02 05:00:00,London,Kensington,"51.501,-0.193",230.0,0.1,0.022,0.95,50.0,1876.266,0,OK,100
LCL-008,2012-01-02 05:00:00,London,Hammersmith,"51.492,-0.223",230.0,0.498,0.1053,0.95,49.99,3268.576,0,OK,100
LCL-009,2012-01-02 05:00:00,London,Fulham,"51.478,-0.196",230.0,0.331,0.0725,0.95,50.01,2330.322,0,OK,100
LCL-010,2012-01-02 05:00:00,London,Brixton,"51.462,-0.116",230.0,0.429,0.0947,0.95,50.0,1792.626,0,OK,100
LCL-001,2012-01-02 05:30:00,London,Camden,"51.536,-0.142",230.0,0.578,0.1288,0.95,49.99,3773.989,0,OK,100
LCL-002,2012-01-02 05:30:00,London,Westminster,"51.497,-0.135",230.0,0.647,0.144,0.95,50.02,4114.216,0,OK,100
LCL-003,2012-01-02 05:30:00,London,Greenwich,"51.482,0.007",230.0,1.07,0.2288,0.95,50.02,1161.965,0,OK,100
LCL-004,2012-01-02 05:30:00,London,Hackney,"51.545,-0.055",230.0,0.373,0.0843,0.95,50.0,2470.873,0,OK,100
LCL-005,2012-01-02 05:30:00,London,Islington,"51.538,-0.103",230.0,1.084,0.2439,0.95,50.0,1505.444,0,OK,100
LCL-006,2012-01-02 05:30:00,London,Chelsea,"51.487,-0.168",230.0,0.892,0.1871,0.95,49.99,2665.81,0,OK,100
LCL-007,2012-01-02 05:30:00,London,Kensington,"51.501,-0.193",230.0,0.524,0.1094,0.95,49.99,1876.321,0,OK,100
LCL-008,2012-01-02 05:30:00,London,Hammersmith,"51.492,-0.223",230.0,0.864,0.1869,0.95,50.01,3268.67,0,OK,100
LCL-009,2012-01-02 05:30:00,London,Fulham,"51.478,-0.196",230.0,0.603,0.1264,0.95,50.0,2330.385,0,OK,100
LCL-010,2012-01-02 05:30:00,London,Brixton,"51.462,-0.116",230.0,0.1,0.0218,0.95,50.01,1792.637,0,OK,100
LCL-001,2012-01-02 06:00:00,London,Camden,"51.536,-0.142",230.0,4.752,1.0355,0.95,49.99,3774.507,0,OK,100
